LocationKey,LocationName,City,State,Country,Region,Continent,Cost_of_Living_Index,Tech_Hub_Rating,Population,Local_GDP_USD,Timezone
LOC-0402,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,74.42,1.7,8661527,1.71E+12,Asia/Singapore
LOC-0403,"São Paulo, Brazil",São Paulo,São Paulo,Brazil,Americas,South America,101.62,1.7,8090617,1.96E+12,Asia/Jerusalem
LOC-0404,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,53.49,4.4,18253249,6.64E+11,Pacific/Truk
LOC-0405,"Buenos Aires, Argentina",Buenos Aires,Buenos Aires,Argentina,Americas,South America,46.06,1.9,23204541,6.16E+11,Africa/Nouakchott
LOC-0406,"New York, United States",New York,New York,United States,Americas,North America,145.96,3.3,4980762,6.88E+11,Europe/Oslo
LOC-0407,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,36.11,2.3,11428508,1.34E+12,Asia/Katmandu
LOC-0408,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,90.35,1.2,18091584,3.80E+11,Asia/Aden
LOC-0409,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,106.39,4.4,10400569,1.62E+12,Asia/Thimphu
LOC-0410,"Kinshasa, DR Congo",Kinshasa,Kinshasa,DR Congo,EMEA,Africa,115.04,2.2,18572626,7.26E+11,Africa/Conakry
LOC-0411,"New York, United States",New York,New York,United States,Americas,North America,94.01,4.4,16917403,6.59E+11,Indian/Antananarivo
LOC-0412,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,96.79,4.8,11582827,8.36E+11,Indian/Maldives
LOC-0413,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,106.33,1.2,23769897,1.32E+11,America/Port_of_Spain
LOC-0414,"Sydney, Australia",Sydney,New South Wales,Australia,APAC,Australia,124.76,4.1,5959359,1.30E+12,Asia/Thimphu
LOC-0415,"Mexico City, Mexico",Mexico City,Mexico City,Mexico,Americas,North America,106.16,3.3,19677661,1.51E+12,Asia/Bangkok
LOC-0416,"Mumbai, India",Mumbai,Maharashtra,India,APAC,Asia,122.08,3.4,1944544,1.73E+12,Pacific/Apia
LOC-0417,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,100.11,5,11481963,1.51E+12,America/Antigua
LOC-0418,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,60.04,2,693897,1.40E+12,Africa/Lusaka
LOC-0419,"Kinshasa, DR Congo",Kinshasa,Kinshasa,DR Congo,EMEA,Africa,121.73,4.2,22476790,1.55E+12,Pacific/Tongatapu
LOC-0420,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,74.88,2.8,6087594,1.40E+12,Asia/Saigon
LOC-0421,"Sydney, Australia",Sydney,New South Wales,Australia,APAC,Australia,143.39,3.1,7631143,7.90E+11,Africa/Ndjamena
LOC-0422,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,114.91,3,10025335,1.41E+12,Europe/Vaduz
LOC-0423,"Mumbai, India",Mumbai,Maharashtra,India,APAC,Asia,117.3,2.6,20523226,1.71E+12,Africa/Djibouti
LOC-0424,"Lagos, Nigeria",Lagos,Lagos,Nigeria,EMEA,Africa,81.91,4.6,2089532,1.04E+11,Europe/Brussels
LOC-0425,"Buenos Aires, Argentina",Buenos Aires,Buenos Aires,Argentina,Americas,South America,81.84,2.1,16545710,1.34E+12,America/La_Paz
LOC-0426,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,101.74,2.4,2220130,1.96E+11,Europe/Athens
LOC-0427,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,132.74,3.3,699261,5.59E+11,Europe/Dublin
LOC-0428,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,35.39,2.5,6234846,6.15E+11,America/Guatemala
LOC-0429,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,117,4.6,21435617,5.69E+11,Asia/Yerevan
LOC-0430,"Mexico City, Mexico",Mexico City,Mexico City,Mexico,Americas,North America,123.97,3.3,18911845,1.93E+12,Atlantic/Reykjavik
LOC-0431,"Kinshasa, DR Congo",Kinshasa,Kinshasa,DR Congo,EMEA,Africa,89.78,1.4,3621110,1.11E+12,America/Glace_Bay
LOC-0432,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,32.42,2.4,8979290,1.49E+12,Europe/Istanbul
LOC-0433,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,89.42,3.3,17626732,1.45E+12,Europe/Chisinau
LOC-0434,"Mexico City, Mexico",Mexico City,Mexico City,Mexico,Americas,North America,37.56,4,1778730,1.46E+11,America/Argentina/Tucuman
LOC-0435,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,137.28,4.1,12818917,4.52E+11,Europe/Stockholm
LOC-0436,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,106.35,2.9,672268,60398237110,Europe/Riga
LOC-0437,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,51.88,4.4,7698545,1.80E+12,Pacific/Fiji
LOC-0438,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,110.57,2.9,4239544,1.66E+12,Pacific/Funafuti
LOC-0439,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,36.17,4.2,15956516,5.72E+11,Asia/Thimphu
LOC-0440,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,128.56,1.2,2182630,6.83E+11,Pacific/Chatham
LOC-0441,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,72.76,1.8,14285865,1.59E+12,Asia/Singapore
LOC-0442,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,133.17,2.9,13658238,1.03E+12,America/Guatemala
LOC-0443,"Tokyo, Japan",Tokyo,Tokyo,Japan,APAC,Asia,40.91,3.4,23806756,3.49E+11,Pacific/Easter
LOC-0444,"Shanghai, China",Shanghai,Shanghai,China,APAC,Asia,78.8,2.8,20571697,1.24E+12,Asia/Tashkent
LOC-0445,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,75.5,1,10373498,9.53E+11,America/St_Lucia
LOC-0446,"Lagos, Nigeria",Lagos,Lagos,Nigeria,EMEA,Africa,114.15,3.4,13047446,1.04E+12,Pacific/Easter
LOC-0447,"Mumbai, India",Mumbai,Maharashtra,India,APAC,Asia,46.66,1.8,1744003,1.87E+12,Africa/Nairobi
LOC-0448,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,140.4,4.9,23198741,1.72E+12,Pacific/Apia
LOC-0449,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,66.84,4.4,14178272,6.56E+11,Asia/Bahrain
LOC-0450,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,38.19,1.8,10318685,9.43E+11,Asia/Beirut
LOC-0451,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,61.48,1.2,23853753,1.13E+12,Asia/Tbilisi
LOC-0452,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,75.12,2.7,10797649,9.78E+11,America/El_Salvador
LOC-0453,"Sydney, Australia",Sydney,New South Wales,Australia,APAC,Australia,36.44,2.3,13491337,5.98E+11,Africa/Djibouti
LOC-0454,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,53.91,2,13602858,1.25E+12,Australia/Melbourne
LOC-0455,"Mumbai, India",Mumbai,Maharashtra,India,APAC,Asia,117.19,2,16201387,2.00E+12,America/Argentina/Cordoba
LOC-0456,"São Paulo, Brazil",São Paulo,São Paulo,Brazil,Americas,South America,70.74,4.4,15552403,2.39E+11,Africa/Freetown
LOC-0457,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,35.8,3.3,15743501,3.47E+11,Europe/Stockholm
LOC-0458,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,79.81,2.6,10143808,1.93E+12,Europe/Vaduz
LOC-0459,"Tokyo, Japan",Tokyo,Tokyo,Japan,APAC,Asia,63.35,4.2,17291914,1.96E+12,Africa/Niamey
LOC-0460,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,64.06,2.7,1666452,1.11E+12,America/Fortaleza
LOC-0461,"Sydney, Australia",Sydney,New South Wales,Australia,APAC,Australia,115.7,4,841976,7.55E+11,America/Paramaribo
LOC-0462,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,122.72,5,7534872,1.76E+12,America/El_Salvador
LOC-0463,"Kinshasa, DR Congo",Kinshasa,Kinshasa,DR Congo,EMEA,Africa,137.62,4.2,2002667,5.30E+11,Pacific/Tongatapu
LOC-0464,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,120.18,1.3,9995436,2.90E+11,America/Tegucigalpa
LOC-0465,"Mexico City, Mexico",Mexico City,Mexico City,Mexico,Americas,North America,84.94,3.1,8132924,1.28E+12,Africa/Kampala
LOC-0466,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,125.82,2.5,9723382,1.41E+12,Europe/Oslo
LOC-0467,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,42.71,1.3,14998673,9.22E+11,Asia/Muscat
LOC-0468,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,59.83,1.6,8808118,1.86E+12,America/Grenada
LOC-0469,"Mumbai, India",Mumbai,Maharashtra,India,APAC,Asia,89.58,5,18437557,8.71E+11,Asia/Katmandu
LOC-0470,"Kinshasa, DR Congo",Kinshasa,Kinshasa,DR Congo,EMEA,Africa,128.19,4.6,14395058,5.52E+11,Europe/Stockholm
LOC-0471,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,50.6,1.8,7777226,3.80E+11,Asia/Dubai
LOC-0472,"Lagos, Nigeria",Lagos,Lagos,Nigeria,EMEA,Africa,132.43,3.4,22463312,1.20E+11,Africa/Abidjan
LOC-0473,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,47.59,4.2,16830485,1.06E+12,America/Montevideo
LOC-0474,"Kinshasa, DR Congo",Kinshasa,Kinshasa,DR Congo,EMEA,Africa,62.69,2.2,6967565,1.95E+12,Atlantic/Azores
LOC-0475,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,60.44,4.6,18581538,3.81E+11,America/Atikokan
LOC-0476,"Kinshasa, DR Congo",Kinshasa,Kinshasa,DR Congo,EMEA,Africa,141.71,1.9,12740960,7.61E+11,Pacific/Efate
LOC-0477,"New York, United States",New York,New York,United States,Americas,North America,126.06,3.9,21244733,2.63E+11,America/Guatemala
LOC-0478,"Tokyo, Japan",Tokyo,Tokyo,Japan,APAC,Asia,61.11,2.5,16295507,1.75E+12,Pacific/Easter
LOC-0479,"Buenos Aires, Argentina",Buenos Aires,Buenos Aires,Argentina,Americas,South America,53.33,3,15551144,1.23E+12,Africa/Malabo
LOC-0480,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,123.61,1.2,14160915,7.62E+11,Africa/Tunis
LOC-0481,"Shanghai, China",Shanghai,Shanghai,China,APAC,Asia,133.46,2.3,17435228,5.76E+11,America/Bogota
LOC-0482,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,108.52,3.5,22648879,6.09E+11,America/Argentina/Ushuaia
LOC-0483,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,109.13,3.8,3255670,1.66E+12,Asia/Amman
LOC-0484,"Sydney, Australia",Sydney,New South Wales,Australia,APAC,Australia,44.37,4.8,2760672,6.77E+11,Africa/Monrovia
LOC-0485,"New York, United States",New York,New York,United States,Americas,North America,80.74,4.8,11219972,1.62E+12,Pacific/Port_Moresby
LOC-0486,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,31.18,3.3,23769347,8.74E+11,America/Asuncion
LOC-0487,"Kinshasa, DR Congo",Kinshasa,Kinshasa,DR Congo,EMEA,Africa,63.12,2.8,5688257,1.76E+11,Pacific/Funafuti
LOC-0488,"Tokyo, Japan",Tokyo,Tokyo,Japan,APAC,Asia,68.47,3.3,14657715,1.47E+12,Africa/Gaborone
LOC-0489,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,43.37,1.1,3756298,5.81E+11,Europe/Rome
LOC-0490,"Buenos Aires, Argentina",Buenos Aires,Buenos Aires,Argentina,Americas,South America,40.41,2.2,6186668,5.54E+11,Africa/Libreville
LOC-0491,"Lagos, Nigeria",Lagos,Lagos,Nigeria,EMEA,Africa,90.63,3.6,12019967,1.05E+11,America/Manaus
LOC-0492,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,33.37,2.1,18733035,1.40E+12,Asia/Kuwait
LOC-0493,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,54.63,1.3,238109,1.69E+12,Africa/Algiers
LOC-0494,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,107.94,4.3,16168348,1.46E+12,Europe/Rome
LOC-0495,"Mexico City, Mexico",Mexico City,Mexico City,Mexico,Americas,North America,45.99,3.5,6790910,1.21E+12,Europe/Dublin
LOC-0496,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,108.28,2,18181373,3.48E+11,Europe/Amsterdam
LOC-0497,"Lagos, Nigeria",Lagos,Lagos,Nigeria,EMEA,Africa,45.16,1.2,13164317,4.30E+11,Europe/Helsinki
LOC-0498,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,32.45,4.2,8078817,1.55E+12,Asia/Taipei
LOC-0499,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,41.76,4.6,11638856,1.93E+12,Africa/Douala
LOC-0500,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,91.53,1.6,20841855,1.74E+12,Asia/Tehran
LOC-0501,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,60.78,1.5,1132512,1.34E+12,America/Montevideo
LOC-0502,"Lagos, Nigeria",Lagos,Lagos,Nigeria,EMEA,Africa,115.88,1.2,1080976,6.24E+11,Asia/Karachi
LOC-0503,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,114.14,4.6,11725161,1.23E+12,Pacific/Auckland
LOC-0504,"New York, United States",New York,New York,United States,Americas,North America,95.33,2.6,7834146,1.19E+12,America/Belize
LOC-0505,"Buenos Aires, Argentina",Buenos Aires,Buenos Aires,Argentina,Americas,South America,146.49,3.6,24947619,1.25E+12,Africa/Freetown
LOC-0506,"Lagos, Nigeria",Lagos,Lagos,Nigeria,EMEA,Africa,112.83,1.5,6431817,5.17E+11,Europe/Ljubljana
LOC-0507,"Kinshasa, DR Congo",Kinshasa,Kinshasa,DR Congo,EMEA,Africa,47.92,4.7,14579634,4.29E+11,America/El_Salvador
LOC-0508,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,117.43,1.2,13025132,3.23E+11,America/St_Kitts
LOC-0509,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,112.39,4.8,16527212,1.46E+12,Europe/Vilnius
LOC-0510,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,51.07,2.1,23764639,6.52E+11,Europe/Podgorica
LOC-0511,"Mexico City, Mexico",Mexico City,Mexico City,Mexico,Americas,North America,70.04,4,19784697,7.10E+11,Asia/Oral
LOC-0512,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,99.6,4.9,21957887,93653459090,America/Grenada
LOC-0513,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,45.27,4,6952038,1.95E+12,America/Caracas
LOC-0514,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,35.43,4.2,2192828,1.76E+12,Africa/Bangui
LOC-0515,"Mumbai, India",Mumbai,Maharashtra,India,APAC,Asia,37.54,2.6,24033518,49507640393,America/Lima
LOC-0516,"New York, United States",New York,New York,United States,Americas,North America,41.87,2.8,4817860,2.49E+11,Europe/San_Marino
LOC-0517,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,39.71,3.4,24595024,1.20E+12,America/Antigua
LOC-0518,"New York, United States",New York,New York,United States,Americas,North America,120.19,3.1,4075959,1.13E+12,Africa/Douala
LOC-0519,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,36.65,2.6,2129766,1.29E+12,Asia/Dili
LOC-0520,"São Paulo, Brazil",São Paulo,São Paulo,Brazil,Americas,South America,111.09,5,13297715,3.53E+11,Africa/Casablanca
LOC-0521,"New York, United States",New York,New York,United States,Americas,North America,30.91,1.2,12251990,1.42E+12,Africa/Brazzaville
LOC-0522,"São Paulo, Brazil",São Paulo,São Paulo,Brazil,Americas,South America,59.88,1.6,14745580,6.80E+11,Europe/Paris
LOC-0523,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,109.45,3.8,763330,8.38E+11,Pacific/Nauru
LOC-0524,"Buenos Aires, Argentina",Buenos Aires,Buenos Aires,Argentina,Americas,South America,98.52,3.7,2325411,8.08E+11,Africa/Harare
LOC-0525,"Shanghai, China",Shanghai,Shanghai,China,APAC,Asia,98.32,4.9,5878182,1.39E+12,Asia/Yerevan
LOC-0526,"Tokyo, Japan",Tokyo,Tokyo,Japan,APAC,Asia,122.2,1.4,5825840,1.66E+12,Europe/Andorra
LOC-0527,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,124.44,3.3,17910574,1.70E+12,Africa/Lusaka
LOC-0528,"São Paulo, Brazil",São Paulo,São Paulo,Brazil,Americas,South America,66.51,1.7,13468790,1.46E+12,Africa/Douala
LOC-0529,"Buenos Aires, Argentina",Buenos Aires,Buenos Aires,Argentina,Americas,South America,113.6,4.5,12899917,1.98E+12,America/Lima
LOC-0530,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,73.54,3.8,18504506,8.35E+11,Asia/Brunei
LOC-0531,"Buenos Aires, Argentina",Buenos Aires,Buenos Aires,Argentina,Americas,South America,103.44,1.1,20443575,1.94E+12,Africa/Tunis
LOC-0532,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,85.4,4.5,11777225,1.71E+12,Europe/Athens
LOC-0533,"Sydney, Australia",Sydney,New South Wales,Australia,APAC,Australia,129.81,2.3,17856592,1.76E+12,Europe/Belgrade
LOC-0534,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,71.38,1.3,23733801,1.40E+12,America/Montevideo
LOC-0535,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,125.87,4,10201759,1.00E+12,Asia/Dhaka
LOC-0536,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,87.6,3.2,18867056,1.15E+12,Pacific/Ponape
LOC-0537,"Kinshasa, DR Congo",Kinshasa,Kinshasa,DR Congo,EMEA,Africa,91.67,1.5,21453428,9.87E+11,Africa/Brazzaville
LOC-0538,"Tokyo, Japan",Tokyo,Tokyo,Japan,APAC,Asia,45.81,2.3,7434195,1.99E+12,America/Nassau
LOC-0539,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,121.58,1.1,7973190,3.24E+11,Asia/Qyzylorda
LOC-0540,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,118.92,2.6,7617349,1.10E+11,Africa/Bamako
LOC-0541,"Mumbai, India",Mumbai,Maharashtra,India,APAC,Asia,33.49,3.4,12451519,3.56E+11,Asia/Calcutta
LOC-0542,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,71.49,4,7078983,5.23E+11,Indian/Antananarivo
LOC-0543,"Lagos, Nigeria",Lagos,Lagos,Nigeria,EMEA,Africa,96.14,3.8,14214822,1.54E+12,Africa/Brazzaville
LOC-0544,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,52.24,2.6,362313,1.97E+11,Asia/Baku
LOC-0545,"Kinshasa, DR Congo",Kinshasa,Kinshasa,DR Congo,EMEA,Africa,148.48,2.9,19371213,1.87E+12,Africa/Malabo
LOC-0546,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,58.04,4.7,19053674,9.04E+11,Europe/Monaco
LOC-0547,"Shanghai, China",Shanghai,Shanghai,China,APAC,Asia,118.76,1.7,16039532,3.64E+11,America/Grenada
LOC-0548,"Mexico City, Mexico",Mexico City,Mexico City,Mexico,Americas,North America,144.56,3.2,8688419,1.76E+12,Asia/Hovd
LOC-0549,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,141.04,3.8,963316,3.01E+11,Africa/Brazzaville
LOC-0550,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,148.97,4.1,10222066,1.64E+12,Europe/Zurich
LOC-0551,"Mexico City, Mexico",Mexico City,Mexico City,Mexico,Americas,North America,144.91,1.3,1337186,1.77E+12,America/Tegucigalpa
LOC-0552,"Mexico City, Mexico",Mexico City,Mexico City,Mexico,Americas,North America,73.95,4.1,23074993,5.09E+11,Europe/Podgorica
LOC-0553,"Tokyo, Japan",Tokyo,Tokyo,Japan,APAC,Asia,139.22,3.1,11869230,1.23E+12,America/Mazatlan
LOC-0554,"Buenos Aires, Argentina",Buenos Aires,Buenos Aires,Argentina,Americas,South America,122.49,1.3,12223551,1.95E+12,America/Barbados
LOC-0555,"Shanghai, China",Shanghai,Shanghai,China,APAC,Asia,141.2,2.7,16466711,7.75E+11,America/El_Salvador
LOC-0556,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,103.93,2.2,11715015,7.09E+11,Europe/Zurich
LOC-0557,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,75.83,2,722458,1.34E+11,Africa/Tunis
LOC-0558,"New York, United States",New York,New York,United States,Americas,North America,120.42,1.8,12343311,1.18E+12,Africa/Windhoek
LOC-0559,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,62.67,2.5,3421479,1.64E+12,Europe/Athens
LOC-0560,"New York, United States",New York,New York,United States,Americas,North America,120.78,2.3,22129367,1.52E+11,Africa/Monrovia
LOC-0561,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,149.14,3.5,1111786,1.46E+12,Africa/Douala
LOC-0562,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,94.85,4.4,17115127,1.64E+12,America/Port_of_Spain
LOC-0563,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,70.65,2.8,3978767,6.29E+11,Asia/Oral
LOC-0564,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,42.65,2,14705045,5.15E+11,America/Guayaquil
LOC-0565,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,76.41,4.5,5580207,7.63E+11,America/Tegucigalpa
LOC-0566,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,96.22,3.1,21931378,1.02E+12,Africa/Malabo
LOC-0567,"New York, United States",New York,New York,United States,Americas,North America,46.49,1.7,15443551,4.51E+11,America/Panama
LOC-0568,"New York, United States",New York,New York,United States,Americas,North America,68.74,3.4,11300719,1.47E+12,Europe/Paris
LOC-0569,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,149.42,3.3,12809176,1.41E+12,America/Costa_Rica
LOC-0570,"Kinshasa, DR Congo",Kinshasa,Kinshasa,DR Congo,EMEA,Africa,85.46,4.4,7418000,1.22E+12,Asia/Brunei
LOC-0571,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,100.2,2.4,18506719,1.06E+12,Africa/Douala
LOC-0572,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,43.43,2.1,148488,1.13E+12,Europe/Monaco
LOC-0573,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,93.3,4.3,10069321,8.85E+11,Africa/Ouagadougou
LOC-0574,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,86.3,1.1,22777308,6.33E+11,Europe/Chisinau
LOC-0575,"Tokyo, Japan",Tokyo,Tokyo,Japan,APAC,Asia,36.1,2.2,21119238,1.46E+12,Africa/Conakry
LOC-0576,"Shanghai, China",Shanghai,Shanghai,China,APAC,Asia,81.18,1.6,24209280,1.67E+12,Asia/Muscat
LOC-0577,"Tokyo, Japan",Tokyo,Tokyo,Japan,APAC,Asia,85.23,2.1,7748598,1.52E+12,America/Guayaquil
LOC-0578,"Tokyo, Japan",Tokyo,Tokyo,Japan,APAC,Asia,47.4,3.1,3008935,1.51E+12,America/St_Vincent
LOC-0579,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,146.46,4.4,3336677,1.98E+12,America/El_Salvador
LOC-0580,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,72.22,4,17675974,1.31E+12,Asia/Bangkok
LOC-0581,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,131.49,2.7,1656276,9.66E+11,Asia/Magadan
LOC-0582,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,142.73,4.8,1763771,1.10E+12,Asia/Ulaanbaatar
LOC-0583,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,122.54,1.1,16328312,1.94E+12,Europe/Tirane
LOC-0584,"New York, United States",New York,New York,United States,Americas,North America,52.94,3.2,22099368,1.96E+12,America/Porto_Velho
LOC-0585,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,118.67,4.8,17949319,11845639272,Africa/Djibouti
LOC-0586,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,64.71,2.9,17748498,1.05E+12,Africa/Mogadishu
LOC-0587,"Sydney, Australia",Sydney,New South Wales,Australia,APAC,Australia,91.72,1.7,11388412,5.63E+11,America/Havana
LOC-0588,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,145.95,4.7,22405703,1.65E+12,America/Araguaina
LOC-0589,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,45.57,1.5,12487416,1.17E+12,America/Paramaribo
LOC-0590,"Tokyo, Japan",Tokyo,Tokyo,Japan,APAC,Asia,90.81,4.7,1562047,18209051633,Asia/Taipei
LOC-0591,"Kinshasa, DR Congo",Kinshasa,Kinshasa,DR Congo,EMEA,Africa,62.93,1.3,24831850,1.16E+12,Africa/Mogadishu
LOC-0592,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,59.37,1.2,11185830,3.37E+11,Africa/Dar_es_Salaam
LOC-0593,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,47.44,3.6,15634692,28473568920,Indian/Maldives
LOC-0594,"Mumbai, India",Mumbai,Maharashtra,India,APAC,Asia,131.48,4.3,19123993,1.09E+12,America/Panama
LOC-0595,"Tokyo, Japan",Tokyo,Tokyo,Japan,APAC,Asia,96.35,2.6,9063350,1.71E+12,Pacific/Nauru
LOC-0596,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,100.02,1.5,21256522,1.12E+12,America/Araguaina
LOC-0597,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,119.35,4.9,1078800,3.13E+11,Africa/Kigali
LOC-0598,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,97.22,4.5,4976534,1.03E+12,Africa/Bamako
LOC-0599,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,58.06,2.9,4798983,1.17E+12,Asia/Bahrain
LOC-0600,"Buenos Aires, Argentina",Buenos Aires,Buenos Aires,Argentina,Americas,South America,102.23,3.2,10377826,1.79E+12,America/El_Salvador
LOC-0601,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,127.7,2.6,913610,1.98E+12,Pacific/Nauru
LOC-0602,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,109.66,3.1,5517408,1.92E+12,Africa/Monrovia
